Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
106,Lee Camp,nir NIR,GK,Birmingham City,33,1984,44,44,"3,96",44.0,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
107,Fraizer Campbell,eng ENG,FW,Hull City,30,1987,39,31,"2,575",28.6,12,6,18,12,0,0,7,0,9.2,9.2,4.1,13.3,26,65,141,0.42,0.21,0.63,0.42,0.63,0.32,0.14,0.46,0.32,0.46,Matches
108,Tyrese Campbell,eng ENG,"FW,MF",Stoke City,18,1999,3,2,145,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,3,11,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
109,Sergi Canós,es ESP,"FW,MF",Brentford,21,1997,44,25,"2,193",24.4,7,7,14,7,0,0,2,0,5.9,5.9,5.4,11.3,102,92,236,0.29,0.29,0.57,0.29,0.57,0.24,0.22,0.46,0.24,0.46,Matches
110,Todd Cantwell,eng ENG,FW,Norwich City,20,1998,24,18,"1,595",17.7,1,2,3,1,0,0,3,0,1.4,1.4,3.7,5.2,40,91,114,0.06,0.11,0.17,0.06,0.17,0.08,0.21,0.29,0.08,0.29,Matches
111,Tom Carroll,eng ENG,MF,Aston Villa,26,1992,2,0,37,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches
112,Tom Carroll,eng ENG,MF,Swansea City,26,1992,12,8,683,7.6,0,0,0,0,0,0,0,0,0.2,0.2,1.4,1.5,10,56,19,0.00,0.00,0.00,0.00,0.00,0.02,0.18,0.20,0.02,0.20,Matches
113,Scott Carson,eng ENG,GK,Derby County,32,1985,30,30,"2,7",30.0,0,1,1,0,0,0,1,0,0.0,0.0,0.8,0.8,0,1,0,0.00,0.03,0.03,0.00,0.03,0.00,0.03,0.03,0.00,0.03,Matches
114,Cameron Carter-Vickers,us USA,DF,Swansea City,20,1997,30,23,"2,208",24.5,0,0,0,0,0,0,4,0,1.3,1.3,0.2,1.5,6,42,1,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
115,João Carvalho,pt POR,MF,Nott'ham Forest,21,1997,38,28,"2,553",28.4,4,8,12,4,0,0,5,0,2.0,2.0,5.7,7.8,83,177,168,0.14,0.28,0.42,0.14,0.42,0.07,0.20,0.27,0.07,0.27,Matches
116,Matty Cash,pl POL,"FW,MF",Nott'ham Forest,20,1997,36,27,"2,428",27.0,6,1,7,6,0,0,4,0,4.5,4.5,3.1,7.6,58,60,180,0.22,0.04,0.26,0.22,0.26,0.17,0.11,0.28,0.17,0.28,Matches
117,Kiko Casilla,es ESP,GK,Leeds United,31,1986,17,17,"1,529",17.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
118,Bersant Celina,xk KVX,"MF,FW",Swansea City,21,1996,38,33,"2,963",32.9,5,6,11,5,0,1,1,0,8.2,7.5,8.0,15.5,115,243,214,0.15,0.18,0.33,0.15,0.33,0.25,0.24,0.49,0.23,0.47,Matches
119,Ilias Chair,ma MAR,"FW,MF",QPR,20,1997,4,0,32,0.4,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,0.00,2.81,2.81,0.00,2.81,0.00,0.17,0.17,0.00,0.17,Matches
120,Trevoh Chalobah,eng ENG,MF,Ipswich Town,19,1999,43,35,"3,277",36.4,2,1,3,2,0,0,6,0,2.0,2.0,1.1,3.1,28,167,36,0.05,0.03,0.08,0.05,0.08,0.06,0.03,0.09,0.06,0.09,Matches
121,Luke Chambers,eng ENG,DF,Ipswich Town,32,1985,43,43,"3,858",42.9,0,2,2,0,0,0,8,1,2.5,2.5,0.7,3.2,4,79,7,0.00,0.05,0.05,0.00,0.05,0.06,0.02,0.07,0.06,0.07,Matches
122,Harry Chapman,eng ENG,"MF,FW",Blackburn,20,1997,2,0,36,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,7,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
123,James Chester,wls WAL,DF,Aston Villa,29,1989,28,28,"2,483",27.6,5,0,5,5,0,0,2,1,2.6,2.6,0.1,2.7,3,64,0,0.18,0.00,0.18,0.18,0.18,0.09,0.00,0.10,0.09,0.10,Matches
124,Jack Clarke,eng ENG,"MF,FW",Leeds United,17,2000,22,4,808,9.0,2,2,4,2,0,0,1,0,1.1,1.1,2.6,3.8,43,31,104,0.22,0.22,0.45,0.22,0.45,0.13,0.29,0.42,0.13,0.42,Matches
125,Josh Clarke,eng ENG,DF,Brentford,23,1995,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
126,Leon Clarke,eng ENG,FW,Sheffield Utd,33,1985,24,9,943,10.5,3,3,6,3,0,0,1,0,4.0,4.0,1.5,5.5,7,18,68,0.29,0.29,0.57,0.29,0.57,0.38,0.14,0.52,0.38,0.52,Matches
127,Leon Clarke,eng ENG,FW,Wigan Athletic,33,1985,15,9,839,9.3,3,2,5,3,0,0,0,0,5.9,5.9,0.9,6.8,4,10,42,0.32,0.21,0.54,0.32,0.54,0.63,0.09,0.73,0.63,0.73,Matches
128,Tom Clarke,eng ENG,DF,Preston,30,1987,21,21,"1,852",20.6,1,1,2,1,0,0,0,0,1.5,1.5,0.9,2.4,11,76,32,0.05,0.05,0.10,0.05,0.10,0.07,0.04,0.12,0.07,0.12,Matches
129,Adam Clayton,eng ENG,MF,Middlesbrough,29,1989,36,29,"2,49",27.7,0,0,0,0,0,0,11,0,0.1,0.1,1.3,1.4,20,122,15,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
130,Sam Clucas,eng ENG,"MF,DF",Stoke City,27,1990,26,23,"2,002",22.2,3,4,7,3,0,1,2,1,3.3,2.5,2.8,5.3,34,87,94,0.13,0.18,0.31,0.13,0.31,0.15,0.13,0.28,0.11,0.24,Matches
131,Josh Cogley,eng ENG,MF,Birmingham City,22,1996,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,2.12,2.12,0.00,2.12,Matches
132,Jack Colback,eng ENG,MF,Nott'ham Forest,28,1989,38,38,"3,384",37.6,3,1,4,3,0,0,15,0,1.1,1.1,1.4,2.4,33,128,39,0.08,0.03,0.11,0.08,0.11,0.03,0.04,0.06,0.03,0.06,Matches
133,Ashley Cole,eng ENG,DF,Derby County,37,1980,9,6,566,6.3,0,2,2,0,0,0,2,0,0.1,0.1,0.4,0.5,5,25,31,0.00,0.32,0.32,0.00,0.32,0.02,0.06,0.08,0.02,0.08,Matches
134,Maxime Colin,fr FRA,DF,Birmingham City,26,1991,43,43,"3,791",42.1,0,3,3,0,0,0,3,0,0.3,0.3,1.4,1.7,78,137,84,0.00,0.07,0.07,0.00,0.07,0.01,0.03,0.04,0.01,0.04,Matches
135,James Collins,wls WAL,DF,Ipswich Town,34,1983,6,6,458,5.1,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,10,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
136,Nathan Collins,ie IRL,DF,Stoke City,17,2001,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
137,Luca Connell,ie IRL,MF,Bolton,17,2001,10,8,672,7.5,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.8,3,31,7,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,Matches
138,Callum Connolly,eng ENG,"MF,DF",Bolton,20,1997,16,15,"1,359",15.1,2,2,4,2,0,0,4,0,2.4,2.4,1.2,3.6,4,39,13,0.13,0.13,0.26,0.13,0.26,0.16,0.08,0.24,0.16,0.24,Matches
139,Callum Connolly,eng ENG,"MF,DF",Wigan Athletic,20,1997,17,7,781,8.7,1,0,1,1,0,0,4,0,1.5,1.5,0.2,1.7,6,19,11,0.12,0.00,0.12,0.12,0.12,0.17,0.02,0.19,0.17,0.19,Matches
140,Craig Conway,sct SCO,"FW,MF",Blackburn,33,1985,21,9,952,10.6,1,1,2,1,0,0,1,0,0.9,0.9,2.4,3.3,25,27,100,0.09,0.09,0.19,0.09,0.19,0.08,0.23,0.31,0.08,0.31,Matches
141,Jake Cooper,eng ENG,DF,Millwall,23,1995,46,46,"4,14",46.0,6,6,12,6,0,0,10,0,8.3,8.3,2.8,11.0,5,150,23,0.13,0.13,0.26,0.13,0.26,0.18,0.06,0.24,0.18,0.24,Matches
142,Liam Cooper,sct SCO,DF,Leeds United,26,1991,36,36,"3,17",35.2,3,1,4,3,0,0,4,0,2.6,2.6,1.7,4.3,37,165,7,0.09,0.03,0.11,0.09,0.11,0.07,0.05,0.12,0.07,0.12,Matches
143,Jordan Cousins,eng ENG,"MF,DF",QPR,24,1994,28,23,"2,016",22.4,1,0,1,1,0,0,5,0,1.2,1.2,0.4,1.6,19,103,54,0.04,0.00,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07,Matches
144,Paul Coutts,sct SCO,MF,Sheffield Utd,30,1988,13,1,311,3.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,7,17,7,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
145,Martin Cranie,eng ENG,DF,Sheffield Utd,31,1986,15,9,881,9.8,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.4,9,33,13,0.00,0.10,0.10,0.00,0.10,0.01,0.04,0.04,0.01,0.04,Matches
146,Matt Crooks,eng ENG,MF,Rotherham Utd,24,1994,16,7,739,8.2,3,0,3,3,0,0,2,0,1.4,1.4,0.6,2.0,17,19,32,0.37,0.00,0.37,0.37,0.37,0.17,0.07,0.24,0.17,0.24,Matches
147,Peter Crouch,eng ENG,FW,Stoke City,37,1981,23,2,471,5.2,1,1,2,1,0,0,2,0,1.9,1.9,1.1,3.0,1,12,34,0.19,0.19,0.38,0.19,0.38,0.37,0.20,0.57,0.37,0.57,Matches
148,Bradley Dack,eng ENG,MF,Blackburn,24,1993,42,40,"3,446",38.3,15,7,22,14,1,1,4,0,17.3,16.5,7.0,23.5,60,159,207,0.39,0.18,0.57,0.37,0.55,0.45,0.18,0.63,0.43,0.61,Matches
149,Stuart Dallas,nir NIR,"DF,MF",Leeds United,27,1991,26,10,"1,255",13.9,2,0,2,2,0,0,1,0,2.7,2.7,1.5,4.2,49,81,83,0.14,0.00,0.14,0.14,0.14,0.20,0.11,0.30,0.20,0.30,Matches
150,Henrik Dalsgaard,dk DEN,"DF,MF",Brentford,29,1989,40,40,"3,514",39.0,2,2,4,2,0,0,11,1,1.6,1.6,5.1,6.7,70,192,261,0.05,0.05,0.10,0.05,0.10,0.04,0.13,0.17,0.04,0.17,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
151,Luke Daniels,eng ENG,GK,Brentford,30,1988,12,12,"1,08",12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
152,Ronan Darcy,eng ENG,FW,Bolton,17,2000,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
153,Tendayi Darikwa,zw ZIM,DF,Nott'ham Forest,26,1991,28,28,"2,512",27.9,0,1,1,0,0,0,3,1,0.4,0.4,2.1,2.6,32,104,89,0.00,0.04,0.04,0.00,0.04,0.02,0.08,0.09,0.02,0.09,Matches
154,Jay Dasilva,eng ENG,DF,Bristol City,20,1998,28,21,"2,035",22.6,0,3,3,0,0,0,1,0,1.3,1.3,3.5,4.8,65,135,114,0.00,0.13,0.13,0.00,0.13,0.06,0.16,0.21,0.06,0.21,Matches
155,Josh Dasilva,eng ENG,MF,Brentford,19,1998,17,5,605,6.7,1,1,2,1,0,0,0,0,0.4,0.4,1.4,1.8,20,65,16,0.15,0.15,0.30,0.15,0.30,0.05,0.21,0.27,0.05,0.27,Matches
156,Jacob Davenport,eng ENG,MF,Blackburn,19,1998,1,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
157,Ben Davies,eng ENG,DF,Preston,22,1995,40,39,"3,456",38.4,1,1,2,1,0,0,7,0,0.6,0.6,1.2,1.9,9,108,1,0.03,0.03,0.05,0.03,0.05,0.02,0.03,0.05,0.02,0.05,Matches
158,Curtis Davies,eng ENG,DF,Derby County,33,1985,5,3,274,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
159,David Davis,eng ENG,MF,Birmingham City,27,1991,11,8,685,7.6,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.4,2,20,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Matches
160,Keinan Davis,eng ENG,"FW,MF",Aston Villa,20,1998,5,0,100,1.1,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.6,6,2,9,0.00,0.00,0.00,0.00,0.00,0.42,0.15,0.56,0.42,0.56,Matches
161,Leif Davis,eng ENG,DF,Leeds United,18,2000,4,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches
162,Simon Dawkins,jm JAM,"FW,MF",Ipswich Town,30,1987,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
163,Cameron Dawson,eng ENG,GK,Sheffield Weds,23,1995,26,26,"2,34",26.0,0,1,1,0,0,0,2,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.02,0.02,0.00,0.02,Matches
164,Craig Dawson,eng ENG,DF,West Brom,28,1990,41,40,"3,549",39.4,2,2,4,2,0,0,10,0,2.1,2.1,2.8,5.0,59,172,8,0.05,0.05,0.10,0.05,0.10,0.05,0.07,0.13,0.05,0.13,Matches
165,Michael Dawson,eng ENG,DF,Nott'ham Forest,34,1983,10,8,698,7.8,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,17,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
166,Jón Daði Böðvarsson,is ISL,FW,Reading,26,1992,20,9,917,10.2,7,0,7,7,0,0,0,0,4.9,4.9,0.4,5.3,13,18,62,0.69,0.00,0.69,0.69,0.69,0.48,0.04,0.52,0.48,0.52,Matches
167,Harlee Dean,eng ENG,DF,Birmingham City,27,1991,44,44,"3,882",43.1,1,0,1,1,0,0,5,0,2.9,2.9,1.0,3.9,17,87,23,0.02,0.00,0.02,0.02,0.02,0.07,0.02,0.09,0.07,0.09,Matches
168,Mike van der Hoorn,nl NED,DF,Swansea City,25,1992,46,46,"4,067",45.2,3,1,4,3,0,0,6,0,3.6,3.6,2.7,6.3,56,243,8,0.07,0.02,0.09,0.07,0.09,0.08,0.06,0.14,0.08,0.14,Matches
169,Yan Dhanda,eng ENG,"MF,FW",Swansea City,19,1998,5,1,141,1.6,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,2,6,7,0.64,0.00,0.64,0.64,0.64,0.15,0.00,0.15,0.15,0.15,Matches
170,Nouha Dicko,ml MLI,FW,Hull City,26,1992,16,1,411,4.6,2,0,2,2,0,0,0,0,1.9,1.9,0.6,2.4,10,5,29,0.44,0.00,0.44,0.44,0.44,0.41,0.13,0.53,0.41,0.53,Matches
171,Famara Diedhiou,sn SEN,FW,Bristol City,25,1992,41,35,"3,189",35.4,13,2,15,12,1,1,4,0,16.9,16.1,4.0,20.1,43,48,233,0.37,0.06,0.42,0.34,0.40,0.48,0.11,0.59,0.45,0.57,Matches
172,Christian Doidge,wls WAL,FW,Bolton,25,1992,17,8,862,9.6,1,0,1,1,0,0,0,0,1.3,1.3,0.5,1.8,9,13,40,0.10,0.00,0.10,0.10,0.10,0.14,0.05,0.19,0.14,0.19,Matches
173,Janoi Donacien,lc LCA,DF,Ipswich Town,24,1993,10,9,767,8.5,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,6,25,12,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
174,Clayton Donaldson,jm JAM,FW,Bolton,34,1984,31,18,"1,593",17.7,1,1,2,1,0,0,2,0,3.6,3.6,0.3,3.9,29,21,136,0.06,0.06,0.11,0.06,0.11,0.20,0.02,0.22,0.20,0.22,Matches
175,Barry Douglas,sct SCO,"DF,MF",Leeds United,28,1989,27,21,"1,985",22.1,0,5,5,0,0,0,8,0,1.7,1.7,3.0,4.7,21,151,109,0.00,0.23,0.23,0.00,0.23,0.08,0.14,0.21,0.08,0.21,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
176,Kieran Dowell,eng ENG,"MF,DF",Sheffield Utd,20,1997,16,8,669,7.4,2,0,2,2,0,0,3,0,0.5,0.5,0.2,0.7,28,40,58,0.27,0.00,0.27,0.27,0.27,0.06,0.03,0.09,0.06,0.09,Matches
177,Flynn Downes,eng ENG,MF,Ipswich Town,19,1999,29,21,"1,848",20.5,1,1,2,1,0,0,4,0,0.6,0.6,1.5,2.1,13,68,34,0.05,0.05,0.10,0.05,0.10,0.03,0.07,0.10,0.03,0.10,Matches
178,Paul Downing,eng ENG,DF,Blackburn,26,1991,3,3,237,2.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,4,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
179,Stewart Downing,eng ENG,"FW,MF",Middlesbrough,34,1984,38,24,"2,339",26.0,2,1,3,2,0,0,2,0,2.0,2.0,4.1,6.1,103,126,146,0.08,0.04,0.12,0.08,0.12,0.08,0.16,0.23,0.08,0.23,Matches
180,Andre Dozzell,eng ENG,"MF,FW",Ipswich Town,19,1999,19,10,965,10.7,1,0,1,1,0,0,2,0,0.5,0.5,1.0,1.4,7,50,29,0.09,0.00,0.09,0.09,0.09,0.04,0.09,0.13,0.04,0.13,Matches
181,Mark Duffy,eng ENG,MF,Sheffield Utd,32,1985,36,32,"2,427",27.0,6,6,12,6,0,0,2,0,2.8,2.8,6.7,9.6,102,229,269,0.22,0.22,0.44,0.22,0.44,0.10,0.25,0.35,0.10,0.35,Matches
182,Chey Dunkley,eng ENG,DF,Wigan Athletic,26,1992,38,37,"3,312",36.8,0,0,0,0,0,0,7,0,3.2,3.2,0.3,3.4,1,47,9,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.09,0.09,0.09,Matches
183,Lloyd Dyer,eng ENG,"DF,MF",Bolton,35,1982,7,2,225,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,3,6,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
184,Nathan Dyer,eng ENG,FW,Swansea City,30,1987,22,18,"1,349",15.0,2,1,3,2,0,0,1,0,2.5,2.5,1.9,4.5,48,48,147,0.13,0.07,0.20,0.13,0.20,0.17,0.13,0.30,0.17,0.30,Matches
185,Jack Earing,eng ENG,MF,Bolton,19,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
186,Josh Earl,eng ENG,DF,Preston,19,1998,14,12,"1,046",11.6,0,1,1,0,0,0,3,1,0.7,0.7,0.9,1.5,16,35,32,0.00,0.09,0.09,0.00,0.09,0.06,0.07,0.13,0.06,0.13,Matches
187,Ryan East,eng ENG,MF,Reading,20,1998,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
188,Ryan Edmondson,eng ENG,MF,Leeds United,17,2001,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19,Matches
189,Tayo Edun,eng ENG,"MF,FW",Ipswich Town,20,1998,6,3,266,3.0,1,0,1,1,0,0,2,1,0.0,0.0,0.6,0.6,8,17,12,0.34,0.00,0.34,0.34,0.34,0.01,0.20,0.21,0.01,0.21,Matches
190,Gwion Edwards,wls WAL,"FW,MF",Ipswich Town,25,1993,33,24,"2,31",25.7,6,2,8,6,0,0,7,0,3.2,3.2,1.9,5.1,78,59,143,0.23,0.08,0.31,0.23,0.31,0.12,0.07,0.20,0.12,0.20,Matches
191,Kyle Edwards,eng ENG,"FW,DF",West Brom,20,1998,6,3,235,2.6,1,0,1,1,0,0,0,0,0.4,0.4,0.6,1.0,7,6,19,0.38,0.00,0.38,0.38,0.38,0.14,0.25,0.39,0.14,0.39,Matches
192,Tom Edwards,eng ENG,DF,Stoke City,19,1999,27,22,"1,937",21.5,1,0,1,1,0,0,4,1,0.2,0.2,2.4,2.6,52,92,62,0.05,0.00,0.05,0.05,0.05,0.01,0.11,0.12,0.01,0.12,Matches
193,John Egan,ie IRL,DF,Sheffield Utd,25,1992,44,44,"3,909",43.4,1,1,2,1,0,0,7,1,2.4,2.4,0.4,2.8,9,86,7,0.02,0.02,0.05,0.02,0.05,0.06,0.01,0.06,0.06,0.06,Matches
194,Mohamed Eisa,SUD,"FW,MF",Bristol City,24,1994,5,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40,Matches
195,Ovie Ejaria,eng ENG,"MF,FW",Reading,20,1997,16,16,"1,297",14.4,1,2,3,1,0,0,3,0,1.0,1.0,1.1,2.1,41,69,31,0.07,0.14,0.21,0.07,0.21,0.07,0.07,0.14,0.07,0.14,Matches
196,Callum Elder,au AUS,DF,Ipswich Town,23,1995,4,3,287,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,8,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
197,Niclas Eliasson,se SWE,"MF,FW",Bristol City,22,1995,33,21,"1,968",21.9,2,6,8,2,0,0,1,0,2.1,2.1,7.2,9.3,62,35,198,0.09,0.27,0.37,0.09,0.37,0.09,0.33,0.43,0.09,0.43,Matches
198,Tom Elliott,eng ENG,FW,Millwall,27,1990,33,16,"1,224",13.6,3,2,5,3,0,0,7,0,4.0,4.0,1.5,5.5,3,45,86,0.22,0.15,0.37,0.22,0.37,0.30,0.11,0.41,0.30,0.41,Matches
199,Ahmed Elmohamady,eg EGY,"DF,MF",Aston Villa,30,1987,38,32,"2,946",32.7,2,8,10,2,0,0,1,0,1.5,1.4,4.6,6.0,84,140,128,0.06,0.24,0.31,0.06,0.31,0.05,0.14,0.19,0.04,0.18,Matches
200,Tommy Elphick,eng ENG,DF,Aston Villa,30,1987,11,11,938,10.4,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.4,1,35,2,0.10,0.00,0.10,0.10,0.10,0.12,0.01,0.13,0.12,0.13,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
201,Tommy Elphick,eng ENG,DF,Hull City,30,1987,18,18,"1,62",18.0,1,1,2,1,0,0,3,0,0.5,0.5,0.7,1.1,1,31,1,0.06,0.06,0.11,0.06,0.11,0.03,0.04,0.06,0.03,0.06,Matches
202,Josh Emmanuel,eng ENG,DF,Ipswich Town,20,1997,4,4,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,6,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
203,Oghenekaro Etebo,ng NGA,MF,Stoke City,22,1995,34,29,"2,547",28.3,2,1,3,2,0,0,6,1,2.1,2.1,2.8,5.0,68,184,77,0.07,0.04,0.11,0.07,0.11,0.08,0.10,0.17,0.08,0.17,Matches
204,Corry Evans,nir NIR,MF,Blackburn,28,1990,35,33,"2,669",29.7,0,0,0,0,0,0,8,0,1.2,1.2,1.4,2.6,21,124,31,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches
205,George Evans,eng ENG,"MF,DF",Derby County,23,1994,11,6,509,5.7,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,2,25,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
206,Lee Evans,wls WAL,MF,Sheffield Utd,24,1994,2,2,171,1.9,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,4,6,3,0.00,0.00,0.00,0.00,0.00,0.20,0.06,0.26,0.20,0.26,Matches
207,Lee Evans,wls WAL,MF,Wigan Athletic,24,1994,34,31,"2,83",31.4,1,5,6,1,0,0,5,0,1.8,1.8,5.7,7.5,28,171,59,0.03,0.16,0.19,0.03,0.19,0.06,0.18,0.24,0.06,0.24,Matches
208,Saeid Ezatolahi,ir IRN,MF,Reading,21,1996,4,4,325,3.6,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,2,18,2,0.00,0.00,0.00,0.00,0.00,0.10,0.03,0.14,0.10,0.14,Matches
209,Eberechi Eze,eng ENG,"FW,MF",QPR,20,1998,42,37,"3,174",35.3,4,3,7,4,0,1,2,0,5.7,4.9,3.2,8.1,80,123,173,0.11,0.09,0.20,0.11,0.20,0.16,0.09,0.25,0.14,0.23,Matches
210,Adam Federici,au AUS,GK,Stoke City,33,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
